freelancer_ID,name,gender,age,country,language,primary_skill,years_of_experience,hourly_rate (USD),rating,is_active,client_satisfaction
FL250834,Samantha Matthews,Female,20.0,Italy,Italian,DevOps,1.0,50,3.4,1,79
FL250835,Brian Bailey,male,29.0,Germany,German,AI,8.0,40,3.1,N,60%
FL250836,Toni Hinton,female,57.0,United Kingdom,English,DevOps,11.0,USD 75,2.3,0,
FL250837,Robin Ortiz,F,36.0,Netherlands,Dutch,AI,8.0,USD 40,,N,80%
FL250838,Adam Griffith,Male,51.0,South Korea,Korean,Web Development,32.0,$50,3.2,0,88
FL250839,Daniel Roberson,m,44.0,India,Hindi,UI/UX Design,4.0,USD 30,0.0,N,80%
FL250840,Dale Haynes,Male,58.0,Spain,Spanish,Cybersecurity,33.0,30,3.3,Y,71%
FL250841,Emily Scott,f,38.0,South Africa,Afrikaans,Mobile Apps,14.0,,1.1,1,76%
FL250842,David Brown,M,24.0,United States,English,UI/UX Design,6.0,USD 30,4.6,1,93%
FL250843,Stephanie Guzman,F,30.0,Turkey,Turkish,Blockchain Development,5.0,USD 30,,0,
FL250844,Maxwell Johnson,MALE,25.0,Indonesia,Indonesian,Cybersecurity,3.0,75,,0,83%
FL250845,Reginald Stephens,M,54.0,Indonesia,Indonesian,Mobile Apps,17.0,$100,0.0,0,71%
FL250846,Justin Jones,male,54.0,Italy,Italian,Cybersecurity,9.0,USD 20,0.0,yes,96%
FL250847,Kristine Garcia,F,53.0,France,French,Graphic Design,16.0,40,0.0,no,
FL250848,John Nguyen,male,22.0,Russia,Russian,AI,3.0,75,3.4,Y,65%
FL250849,Anna Fleming,female,23.0,Mexico,Spanish,Data Analysis,2.0,USD 20,1.3,N,
FL250850,Linda Williamson,FEMALE,47.0,France,French,Cybersecurity,16.0,50,1.9,0,71%
FL250851,Roy Wilson,Male,24.0,France,French,Web Development,6.0,50,1.4,Y,63
FL250852,Jennifer Pierce,f,57.0,India,Hindi,UI/UX Design,10.0,$100,4.3,False,
FL250853,Jason Johnson,Male,48.0,Spain,Spanish,Graphic Design,16.0,$30,,no,97%
FL250854,Jasmine Lane,Female,21.0,Turkey,Turkish,UI/UX Design,0.0,$100,4.3,0,
FL250855,Evan Soto,m,33.0,Japan,Japanese,AI,13.0,USD 75,0.0,True,
FL250856,Kevin Serrano,Male,41.0,Turkey,Turkish,DevOps,12.0,,1.3,0,85%
FL250857,Nathaniel Benson,MALE,40.0,Australia,English,Cybersecurity,13.0,USD 50,2.9,no,82%
FL250858,Deanna Miles,f,40.0,Mexico,Spanish,Graphic Design,22.0,USD 40,4.3,0,95%
FL250859,Beverly Roy,Female,20.0,United States,English,Graphic Design,1.0,,2.7,0,94
FL250860,Heather Saunders,F,42.0,Mexico,Spanish,Web Development,,$50,4.2,,96%
FL250861,Nicholas Guerrero,m,32.0,Canada,English,Blockchain Development,12.0,40,0.0,yes,63%
FL250862,Christopher Johnson,Male,60.0,Japan,Japanese,AI,,20,2.2,False,60%
FL250863,Steven Flowers,M,46.0,Egypt,Arabic,Machine Learning,12.0,50,4.7,yes,77%
FL250864,Marvin Woods III,male,29.0,China,Mandarin,DevOps,0.0,30,0.0,0,63%
FL250865,Michelle Cook,FEMALE,39.0,Brazil,Portuguese,Mobile Apps,18.0,20,2.5,yes,61%
FL250866,Logan Zamora,MALE,55.0,Russia,Russian,Mobile Apps,2.0,$50,3.9,yes,88%
FL250867,Casey Roberts,m,55.0,Turkey,Turkish,Cybersecurity,,USD 100,1.2,1,69%
FL250868,Jerry Price,Male,40.0,Indonesia,Indonesian,Data Analysis,2.0,75,4.5,yes,
FL250869,Kelly Ellis,f,56.0,China,Mandarin,UI/UX Design,35.0,$40,2.7,True,82%
FL250870,Caleb Guerra,MALE,57.0,Mexico,Spanish,Mobile Apps,21.0,75,2.0,N,96%
FL250871,Samantha Norman,F,56.0,Russia,Russian,DevOps,3.0,$40,1.7,N,71%
FL250872,Sarah Clarke,f,49.0,Germany,German,Mobile Apps,24.0,$75,3.0,1,77%
FL250873,Aaron Blair,MALE,26.0,Spain,Spanish,Blockchain Development,,$75,2.1,yes,
FL250874,Courtney Burton,Female,36.0,South Korea,Korean,UI/UX Design,0.0,75,1.5,,73%
FL250875,Gerald Taylor,M,20.0,Russia,Russian,Web Development,2.0,USD 30,1.7,True,60%
FL250876,Mary Ward,f,40.0,Spain,Spanish,AI,,,1.2,1,67%
FL250877,Mrs. Lisa Beard DVM,female,30.0,India,Hindi,Mobile Apps,6.0,75,0.0,False,80%
FL250878,Larry Wallace,Male,51.0,Australia,English,Graphic Design,21.0,20,,Y,
FL250879,Jeremiah Thompson,Male,46.0,United States,English,UI/UX Design,24.0,40,3.3,1,87%
FL250880,Mrs. Jessica Williams DVM,FEMALE,25.0,South Korea,Korean,AI,6.0,20,2.1,no,
FL250881,Martin Moreno,male,53.0,Netherlands,Dutch,Web Development,32.0,50,,1,
FL250882,Yolanda Proctor,FEMALE,50.0,Egypt,Arabic,Mobile Apps,31.0,USD 100,2.9,Y,89%
FL250883,Allen Turner,male,45.0,South Korea,Korean,AI,,USD 20,3.3,True,93%
FL250884,Beth Huff,F,48.0,Canada,English,Cybersecurity,24.0,100,4.8,1,84%
FL250885,John Mckinney,MALE,30.0,Indonesia,Indonesian,DevOps,,$100,4.5,,78%
FL250886,Sarah Ho,F,33.0,Netherlands,Dutch,UI/UX Design,6.0,$50,3.1,no,90%
FL250887,Lindsey Wang,F,50.0,United Kingdom,English,DevOps,11.0,,4.9,1,88%
FL250888,Margaret Schwartz,Female,24.0,Indonesia,Indonesian,Data Analysis,,$20,0.0,0,76%
FL250889,Kyle Ray,male,38.0,Italy,Italian,Web Development,14.0,75,1.5,N,62%
FL250890,Isaac Hebert,MALE,56.0,Japan,Japanese,DevOps,2.0,$75,2.4,N,
FL250891,Michele Jones,f,41.0,Russia,Russian,DevOps,2.0,USD 100,4.5,N,75
FL250892,Austin Allen,Male,,Italy,Italian,UI/UX Design,11.0,USD 100,2.5,yes,80
FL250893,Haley Castro,f,42.0,Germany,German,Graphic Design,13.0,30,3.3,,63%
FL250894,David Armstrong,Male,26.0,India,Hindi,Blockchain Development,7.0,75,3.0,,84%
FL250895,Wendy Mitchell,f,44.0,Canada,English,Cybersecurity,25.0,75,2.7,1,78
FL250896,Anthony Hernandez,MALE,46.0,Canada,English,Graphic Design,20.0,$20,1.2,False,74%
FL250897,Erica Johnson,female,36.0,United States,English,UI/UX Design,8.0,50,4.3,0,90%
FL250898,Randall Barrett,Male,26.0,Netherlands,Dutch,AI,6.0,$40,1.3,0,
FL250899,Nathan Huff,male,21.0,Germany,German,UI/UX Design,3.0,50,4.6,Y,
FL250900,Robin Walsh,f,39.0,Indonesia,Indonesian,UI/UX Design,18.0,50,2.1,0,75
FL250901,Yvonne Robinson,Female,37.0,United States,English,Blockchain Development,18.0,40,4.5,no,72%
FL250902,Kathleen Hendrix,Female,47.0,Russia,Russian,UI/UX Design,3.0,40,4.4,yes,92%
FL250903,Jennifer Baker,FEMALE,53.0,Russia,Russian,Graphic Design,32.0,USD 20,0.0,N,
FL250904,Kim Martinez,female,53.0,Argentina,Spanish,Mobile Apps,19.0,USD 20,1.3,0,
FL250905,Andrew Little,male,21.0,India,Hindi,Data Analysis,2.0,50,2.6,False,86%
FL250906,Kelly Shelton,female,35.0,United Kingdom,English,Blockchain Development,0.0,,,Y,85
FL250907,Steven Duncan,Male,31.0,Argentina,Spanish,Machine Learning,13.0,$40,1.2,False,62
FL250908,Kristen Haney,Female,55.0,South Korea,Korean,AI,2.0,USD 30,3.1,Y,91%
FL250909,Kathy Reese,f,59.0,Turkey,Turkish,Web Development,11.0,$75,2.3,Y,80%
FL250910,Steven Murphy,MALE,59.0,France,French,Cybersecurity,17.0,100,4.0,no,72%
FL250911,William Hartman,M,47.0,India,Hindi,Blockchain Development,10.0,$75,1.9,,
FL250912,Sonya Haley,female,53.0,South Africa,Afrikaans,Machine Learning,26.0,75,2.4,yes,
FL250913,Robert Evans,MALE,49.0,South Africa,Afrikaans,Data Analysis,,$30,,yes,74%
FL250914,Patricia Richardson,f,50.0,South Africa,Afrikaans,Mobile Apps,8.0,USD 50,3.7,Y,82%
FL250915,Carolyn Lopez,female,59.0,South Korea,Korean,Machine Learning,22.0,USD 100,1.1,no,85%
FL250916,Kyle Burns,M,33.0,Turkey,Turkish,Data Analysis,8.0,USD 75,2.3,True,68%
FL250917,Margaret Garcia,f,45.0,Canada,English,Web Development,22.0,40,3.7,Y,99%
FL250918,Brittany Barker,female,36.0,Italy,Italian,Graphic Design,14.0,30,1.9,0,62%
FL250919,Paul Campbell,male,46.0,South Africa,Afrikaans,UI/UX Design,6.0,30,1.5,N,
FL250920,Amy Morrow,female,53.0,Turkey,Turkish,Graphic Design,14.0,30,0.0,False,83%
FL250921,Amy Fitzgerald,f,24.0,United States,English,Web Development,2.0,30,3.6,,92%
FL250922,Anita Becker,female,49.0,Spain,Spanish,DevOps,4.0,$75,2.1,,85%
FL250923,Mrs. Amy Brooks,F,49.0,South Korea,Korean,AI,4.0,75,2.9,N,
FL250924,Lori Marshall,FEMALE,49.0,South Korea,Korean,Mobile Apps,24.0,100,3.6,True,
FL250925,Jennifer Miller,Female,58.0,Brazil,Portuguese,Blockchain Development,29.0,30,3.3,yes,89%
FL250926,Thomas Young,MALE,50.0,South Africa,Afrikaans,UI/UX Design,13.0,,2.5,Y,81%
FL250927,Zachary Larsen,M,27.0,South Africa,Afrikaans,DevOps,1.0,USD 100,3.7,Y,61
FL250928,Valerie Gutierrez,F,20.0,South Korea,Korean,Machine Learning,,$30,4.6,1,
FL250929,Daniel Parker,MALE,52.0,Russia,Russian,Blockchain Development,15.0,$40,0.0,1,92%
FL250930,Nicole Bennett,Female,22.0,France,French,Machine Learning,2.0,30,2.0,no,96%
FL250931,Lauren Lowery,Female,38.0,Turkey,Turkish,Web Development,14.0,100,1.7,False,66%
FL250932,Alexander Woodward,male,21.0,Canada,English,Graphic Design,0.0,USD 100,3.0,N,64%
FL250933,Anthony Walter,MALE,41.0,Australia,English,AI,15.0,40,3.4,False,100%
FL250934,Valerie Finley,female,33.0,Indonesia,Indonesian,Blockchain Development,6.0,40,3.2,1,95%
FL250935,Deborah Kelley,f,38.0,Mexico,Spanish,Mobile Apps,11.0,,2.8,,91
FL250936,Kristina Miller,F,26.0,Russia,Russian,DevOps,8.0,USD 20,4.1,yes,82%
FL250937,Anne Hampton,f,43.0,Netherlands,Dutch,AI,3.0,20,0.0,Y,95%
FL250938,Sandra Henry,Female,21.0,Italy,Italian,Cybersecurity,0.0,,0.0,1,95%
FL250939,Tony Hester,MALE,47.0,South Korea,Korean,Mobile Apps,7.0,USD 30,,,69
FL250940,Nathan Davis,MALE,35.0,Spain,Spanish,Graphic Design,6.0,40,,yes,91%
FL250941,Erica Jackson,Female,37.0,Indonesia,Indonesian,Mobile Apps,9.0,$30,2.7,1,
FL250942,Nancy Glover,FEMALE,38.0,Brazil,Portuguese,AI,15.0,40,4.0,,62%
FL250943,Richard Sanchez,MALE,40.0,Canada,English,Data Analysis,20.0,20,2.5,0,81%
FL250944,Savannah Reid,f,46.0,Brazil,Portuguese,Data Analysis,16.0,75,0.0,no,94%
FL250945,Robert Salazar,m,56.0,Egypt,Arabic,DevOps,22.0,USD 30,,no,95%
FL250946,Hector Greer,m,24.0,Turkey,Turkish,Graphic Design,2.0,,1.6,no,100%
FL250947,Thomas Jackson,M,,Mexico,Spanish,AI,1.0,75,0.0,True,94%
FL250948,Tina Clark,F,38.0,Turkey,Turkish,Mobile Apps,8.0,30,4.0,1,92%
FL250949,Heather Brown,Female,28.0,France,French,DevOps,8.0,USD 50,2.5,True,95%
FL250950,John Weaver,m,25.0,Brazil,Portuguese,DevOps,7.0,$20,3.8,,97%
FL250951,Bradley Harris,Male,41.0,United Kingdom,English,DevOps,8.0,50,4.8,N,75%
FL250952,Cassandra Macdonald,f,45.0,Mexico,Spanish,Data Analysis,6.0,40,2.0,1,78%
FL250953,Matthew White,m,47.0,Turkey,Turkish,DevOps,16.0,$100,3.3,0,65%
FL250954,Miss Kimberly Marshall,F,59.0,United Kingdom,English,Data Analysis,40.0,40,2.5,True,70
FL250955,Laura Thompson,Female,25.0,Canada,English,Blockchain Development,6.0,$100,,Y,78
FL250956,Nathan Soto,Male,27.0,Australia,English,Web Development,3.0,USD 50,,1,96%
FL250957,Rhonda Hines,F,57.0,Australia,English,AI,5.0,USD 100,0.0,1,80%
FL250958,Gabrielle Bowman,F,34.0,Turkey,Turkish,UI/UX Design,12.0,$20,1.6,yes,64%
FL250959,Julian Edwards,M,55.0,France,French,UI/UX Design,33.0,50,0.0,False,92%
FL250960,Nicholas Scott,male,21.0,Egypt,Arabic,Blockchain Development,1.0,100,0.0,1,
FL250961,Daniel Green,MALE,53.0,Netherlands,Dutch,DevOps,27.0,USD 20,4.7,yes,71
FL250962,Catherine Johnston,f,21.0,Germany,German,UI/UX Design,1.0,$100,0.0,yes,95%
FL250963,Brenda Koch,FEMALE,36.0,Brazil,Portuguese,Web Development,,20,4.1,N,86%
FL250964,Mr. Robert Meza,male,40.0,Germany,German,AI,2.0,$30,1.3,1,77%
FL250965,Latoya Brown,Female,59.0,United Kingdom,English,UI/UX Design,40.0,100,2.6,,
FL250966,David Osborne III,m,45.0,Netherlands,Dutch,Cybersecurity,4.0,$20,2.7,,72%
FL250967,David Hooper,MALE,44.0,South Korea,Korean,Machine Learning,9.0,40,,0,70%
FL250968,Sarah Miller,FEMALE,36.0,United Kingdom,English,Cybersecurity,13.0,30,3.6,0,86%
FL250969,Lisa Werner MD,Female,26.0,India,Hindi,Graphic Design,1.0,75,3.0,1,
FL250970,Eric Jimenez,m,49.0,India,Hindi,Web Development,1.0,,0.0,0,82%
FL250971,Jay Bush,m,29.0,France,French,Mobile Apps,3.0,USD 40,0.0,True,81%
FL250972,Johnny Rice,m,32.0,France,French,Graphic Design,1.0,$40,3.1,1,76%
FL250973,Matthew Strong,MALE,24.0,Indonesia,Indonesian,Blockchain Development,3.0,USD 30,3.9,N,90%
FL250974,Mark Chandler,MALE,35.0,South Korea,Korean,DevOps,14.0,30,1.6,Y,67%
FL250975,Crystal Brown,female,43.0,Spain,Spanish,Blockchain Development,2.0,,1.8,no,61%
FL250976,Timothy Barton,male,53.0,South Korea,Korean,Machine Learning,27.0,100,3.7,no,73%
FL250977,Lisa Hickman,F,38.0,Russia,Russian,DevOps,7.0,75,,0,
FL250978,Alan Mendoza,Male,57.0,United Kingdom,English,Cybersecurity,29.0,75,4.1,N,90%
FL250979,Jason Sanders,MALE,27.0,China,Mandarin,Blockchain Development,5.0,$75,1.4,True,64%
FL250980,Charles Dean,m,43.0,Argentina,Spanish,Web Development,2.0,100,1.1,1,63%
FL250981,Blake Newton,male,48.0,Canada,English,Data Analysis,18.0,$40,3.9,,
FL250982,David Gonzalez,M,26.0,Brazil,Portuguese,Cybersecurity,8.0,20,3.6,0,67%
FL250983,Cindy Williams,Female,,South Africa,Afrikaans,Graphic Design,0.0,$40,0.0,no,97%
FL250984,Laura Wong DDS,female,50.0,Italy,Italian,Data Analysis,16.0,$75,4.5,0,69
FL250985,Robert Moran,m,48.0,South Africa,Afrikaans,Web Development,8.0,50,,1,73%
FL250986,Bradley Wu,m,60.0,Spain,Spanish,Blockchain Development,39.0,20,1.4,True,86%
FL250987,Daniel Thomas,Male,26.0,Egypt,Arabic,Machine Learning,,50,0.0,yes,81
FL250988,Michelle Peterson,FEMALE,35.0,South Korea,Korean,Graphic Design,16.0,USD 100,4.3,1,74%
FL250989,Seth Thomas,Male,23.0,United States,English,Blockchain Development,4.0,$100,2.2,1,64
FL250990,Evan Ramos,Male,37.0,Australia,English,Graphic Design,4.0,75,3.2,False,76%
FL250991,Michelle Solis,FEMALE,21.0,Argentina,Spanish,AI,2.0,100,3.7,yes,73
FL250992,Charlotte Taylor,FEMALE,58.0,Germany,German,UI/UX Design,37.0,USD 50,4.9,False,69%
FL250993,Sandra Preston,Female,52.0,Indonesia,Indonesian,Mobile Apps,32.0,$75,3.2,0,79%
FL250994,Jim Weiss,male,46.0,Russia,Russian,Mobile Apps,8.0,20,2.2,,89
FL250995,Jennifer Hinton,Female,34.0,South Africa,Afrikaans,DevOps,8.0,30,3.9,Y,95%
FL250996,Albert Wilcox,Male,56.0,Turkey,Turkish,DevOps,13.0,100,0.0,no,68%
FL250997,Cheryl Norris,f,26.0,Germany,German,Blockchain Development,6.0,USD 40,2.8,N,82
FL250998,Kathy Watkins,female,37.0,Japan,Japanese,Data Analysis,15.0,75,,False,94%
FL250999,John Obrien,m,46.0,Russia,Russian,Machine Learning,22.0,100,2.8,yes,97
FL251000,Dawn Green,Female,36.0,Mexico,Spanish,UI/UX Design,18.0,$20,1.7,1,72
